1	0	a	Okay
2	0	a	Right
3	0	a	well this is the kick off meeting for our our project .
4	0	a	and
5	0	a	this is just what we are going to be doing over the next twenty five minutes .
6	0	a	so first of all , just to kind of make sure that we all know each other
7	0	a	, I am Laura
8	0	a	and I am the project manager .
9	0	a	Do you want to introduce yourself again ?
10	0	a	Okay .
11	0	a	Great .
12	0	a	Hi , I am David and I am supposed to be an industrial designer .
13	0	a	And I am Andrew and I am our marketing expert .
14	0	a	I am Craig and I am User Interface .
15	0	a	Great .
16	0	a	Okay .
17	0	a	so we are designing a new remote control and
18	1	a	Oh I have to record who is here actually .
19	0	a	So that is David , Andrew and Craig , is not it ?
20	0	a	And you all arrived on time .
21	0	a	yeah
22	0	a	so des design a new remote control .
23	0	a	, as you can see it is supposed to be original , trendy and user friendly .
24	0	a	so that is kind of our our brief , as it were .
25	0	a	and so there are three different stages to the design .
26	0	a	I am not really sure what what you guys have already received in your emails .
27	0	a	What did you get ?
28	0	a	, I just got the project announcement about what the project is .
29	0	a	Designing a remote control .
30	0	a	That is about it , did not get anything else .
31	0	a	Yeah , that is that is it .
32	0	a	Is that what everybody got ?
33	0	a	Okay .
34	0	a	Yeah .
35	0	a	Did you get the same thing ?
36	0	a	Cool .
37	0	a	Yeah .
38	0	a	So we are going to have like individual work and then a meeting about it .
39	0	a	And repeat that process three times .
40	0	a	and at this point we get try out the whiteboard over there .
41	0	a	So you get to draw your favourite animal and sum up your favourite characteristics of it .
42	1	a	So who would like to go first ?
43	0	a	Very good .
44	1	a	I will go .
45	1	a	That is fine .
46	0	a	Alright .
47	0	a	So
48	0	a	This one here , right ?
49	0	a	Okay .
50	0	a	Very nice .
51	0	a	Alright .
52	0	a	My favourite animal is like A beagle .
53	0	a	charac favourite characteristics of it ?
54	0	a	Is that right ?
55	0	a	, right , well basically high priority for any animal for me is that they be willing to take a lot of physical affection from their family .
56	0	a	Yeah .
57	0	a	Yeah .
58	0	a	And , yeah that they have lots of personality and be fit and in robust good health .
59	0	a	So this is blue .
60	0	a	Blue beagle .
61	0	a	My family is beagle .
62	0	a	Right .
63	0	a	Lovely .
64	0	a	Well , my favourite animal would be a monkey .
65	0	a	Then they are small cute and furry , and when planet of the apes becomes real , I am going to be up there with them .
66	0	a	Right .
67	0	a	There is too much gear .
68	1	a	You can take as long over this as you like ,
69	0	a	because we have not got an awful lot to discuss .
70	0	a	Ok oh
71	0	a	we do we do
72	1	a	Do not feel like you are in a rush , anyway .
73	0	a	Okay .
74	1	a	I coulda told you a whole lot more about beagles .
75	0	a	Ach why not
76	1	a	We might have to get you up again then .
77	0	a	Boy , let me tell you .
78	0	a	I do not know what mine is .
79	1	a	I am going to have to think on the spot now .
80	0	a	Impressionist .
81	0	a	Ca not draw .
82	0	a	Is that a whale ?
83	0	a	Yeah .
84	0	a	, well anyway ,
85	0	a	I do not know , it is just the first animal I can think off the top of my head .
86	0	a	Yes .
87	0	a	Big reason is cause I am allergic to most animals .
88	0	a	Allergic to animal fur , so fish was a natural choice .
89	0	a	, yeah ,
90	0	a	and I kind of like whales .
91	0	a	They come in and go eat everything in sight .
92	0	a	And they are quite harmless and mild and interesting .
93	0	a	Alright .
94	0	a	Okay .
95	0	a	God , I still do not know what I am going to write about .
96	0	a	Superb sketch , by the way .
97	0	a	Tail is a bit big , I think .
98	0	a	I was going to choose a dog as well .
99	1	a	But I will just draw a different kind of dog .
100	0	a	Yep .
101	0	a	M my favourite animal is my own dog at home .
102	0	a	That does not really look like him , actually .
103	0	a	He looks more like a pig , actually .
104	0	a	well .
105	0	a	I see a dog in there .
106	0	a	Do you ?
107	0	a	Oh that is very good of you .
108	0	a	Yep .
109	0	a	Now I see a rooster .
110	0	a	What kind is it ?
111	0	a	Is he aware that th it is his own cha tail he is chasing ?
112	0	a	he is a mixture of various things .
113	0	a	and what do I like about him ,
114	0	a	That is just to suggest that his tail wags .
115	0	a	he is very friendly and cheery and always pleased to see you , and very kind of affectionate
116	0	a	and
117	0	a	and he is quite quite wee as well
118	0	a	so you know he can does not take up too much space .
119	0	a	and And he does a funny thing where he chases his tail as well ,
120	0	a	which is quite amusing , so
121	0	a	It is .
122	0	a	I think it is .
123	0	a	He only does it after he is had his dinner and he will just all of a sudden just get up and start chasing his tail around the living room .
124	0	a	It is an after dinner dog then .
125	0	a	Yeah ,
126	0	a	so
127	0	a	Yeah , maybe .
128	0	a	Probably when he was little he got lots of attention for doing it and has forever been conditioned .
129	0	a	Maybe .
130	0	a	Right , where did you find this ?
131	0	a	Just down here ?
132	0	a	Yeah .
133	0	a	Okay .
134	0	a	what are we doing next ? .
135	1	a	Okay , we now need to discuss the project finance .
136	0	a	so according to the brief we are going to be selling this remote control for twenty five Euro , and we are aiming to make fifty million Euro .
137	0	a	so we are going to be selling this on an international scale .
138	0	a	And we do not want it to cost any more than twelve fifty Euros , so fifty percent of the selling price .
139	0	a	Kay .
140	1	a	, can we just go over that again ?
141	0	a	, so bas at twel
142	0	a	Alright , yeah .
143	0	a	Sure .
144	0	a	Okay .
145	0	a	So cost like production cost is twelve fifty ,
146	0	a	but selling price is is that wholesale or retail ?
147	0	a	Like on the shelf .
148	0	a	All together .
149	0	a	I dunno .
150	0	a	I imagine
151	0	a	That is a good question .
152	0	a	Our sale our sale anyway .
153	0	a	I imagine it probably is our sale actually because it is probably up to the the the retailer to sell it for whatever price they want .
154	0	a	Yeah , okay okay .
155	0	a	Okay .
156	0	a	Alright .
157	0	a	But I I do not know ,
158	0	a	I mean do you think the fact that it is going to be sold internationally will have a bearing on how we design it at all ?
159	0	a	Think it will ?
160	0	a	Yes .
161	0	a	Well right away I am wondering if there is th th , like with DVD players , if there are zones .
162	0	a	Oh yeah , regions and stuff ,
163	0	a	yeah .
164	0	a	f frequencies or something as well as characters , different keypad styles and s symbols .
