1	0	a	Great man .
2	0	a	Who starts ?
3	0	a	Alright , great .
4	1	a	Well I will start just with another presentation ,
5	0	a	so then we can look at th at the agenda for this meeting .
6	0	a	Alright .
7	0	a	Okay .
8	0	a	I have put some new things in the in the map .
9	0	a	oh .
10	0	a	This is it .
11	0	a	I do not know the shortcut , so
12	0	a	F five .
13	0	a	Well our functional design meeting , that is the stage we are in .
14	0	a	And you also ha all three of you have prepared something about it .
15	0	a	Yes .
16	0	a	Well in we will just have a look at the at the notes from the previous meeting , what we thought we had dec decided .
17	0	a	But
18	0	a	then we will look at the three presentations from you .
19	0	a	Kay .
20	0	a	I think you have prepared all three ?
21	0	a	we will look at th the new project requirements
22	0	a	we I dunno .
23	0	a	Well , yeah .
24	0	a	Yeah .
25	0	a	Y you also have received that mail , the new project requirements from our bosses ?
26	0	a	Oh I have received a mail with some additional requirements ,
27	0	a	and I will have a look if
28	1	a	Well I think we should show them before your presentations ,
29	0	a	because it is not really smart to to include some things we ca not , because of the new requirements .
30	0	a	No .
31	0	a	No .
32	0	a	You are the only one .
33	0	a	Oh .
34	0	a	Alright .
35	0	a	Kay .
36	0	a	Well then we can make some decisions about our remote control functions .
37	0	a	We have to deb we have to decide it in this meeting what our function will be .
38	1	a	And then we can discuss some more closely .
39	0	a	We have forty minutes for this discussion ?
40	0	a	Alright .
41	0	a	yeah , I think so .
42	0	a	Well the closing we will not look at it yet .
43	0	a	Alright .
44	1	a	now I will look at show this board .
45	0	a	Well notes , first meeting .
46	0	a	Now .
47	0	a	I gave a disc a a presentation .
48	0	a	we familiarised ourself with the boards and then we discussed some first ideas .
49	0	a	So we said that we have to merge the strong points from our competitors , and look at their remote controls .
50	0	a	Right .
51	0	a	We should make it compatible with our new DVD and other releases we have , our technical releases .
52	0	a	Huh ?
53	0	a	Yeah .
54	0	a	not too many one buttons .
55	0	a	One recognisable button in the middle , where you do the most important functions with .
56	0	a	And well they can have two functions , because you have a DVD and a television .
57	0	a	the design has to fit the hand , be original , but also be familiar .
58	0	a	It is one of our ideas .
59	0	a	Yeah well that
60	0	a	wa
61	0	a	It is just thirty minutes ago ,
62	0	a	so it is not quite
63	0	a	But well I have to do it .
64	0	a	, now it is right .
65	0	a	Yeah .
66	0	a	The materials well should be hard plastic with rubber from , and well the labelling of the buttons should be indestructible .
67	0	a	It should be recognisable at all times .
68	0	a	It is meant to be easily wiped out , yeah .
69	0	a	Yes .
70	0	a	Okay .
71	0	a	Well fronts were to be just like mobile telephones .
72	0	a	And the technical aspects And also labelling of the buttons , the functions should be universal standards .
73	0	a	Well that is just some ideas from the first meeting .
74	0	a	It is quite logical al all of it .
75	1	a	now the new project requirements , I will just show them .
76	0	a	I got this mail from our bosses .
77	0	a	Well , teletext goes out .
78	0	a	Oh .
79	0	a	We will not use teletext .
80	0	a	Okay .
81	1	a	Maybe a new sort of thing , but n but not teletext .
82	0	a	I I disagree , but it is not t it is not my place to disagree
83	0	a	I guess .
84	0	a	Well
85	0	a	the second is a bit sh pity
86	0	a	because we just said we wanted to d include the DVD and they do not want it , because of our time we have for this project .
87	0	a	Oh .
88	0	a	Alright .
89	0	a	Oh , alright .
90	0	a	Oh , that is a shame .
91	0	a	So that is a shame ,
92	0	a	because especially for the third requirement we want to reach people under the thirty years .
93	0	a	Because we do not have those customers a lot at th at this point .
94	0	a	well it is a bit pity
95	0	a	because it is just those people want to have one remote control for all those technical devices they can reach it .
96	0	a	Yeah .
97	1	a	But let is forget about it .
98	0	a	It is just time consuming ,
99	1	a	so we have to go on .
100	0	a	Yeah .
101	0	a	Well and our corporate image should stay rec recognisable in our products .
102	1	a	So we have to use maybe a slogan , maybe a colour , and
103	0	a	Yeah well on our remote controls the design has to be , well as we already said a actually , familiar .
104	0	a	Yes .
105	0	a	not only just the shape but also our company .
106	0	a	Yeah , we are a real fashionable company .
107	0	a	I read I read it on the
108	0	a	I did not know what company we were , but we we design especially trendy trendy trendy stuff .
109	0	a	Yeah .
110	0	a	Yeah .
111	0	a	Yeah .
112	0	a	Yeah .
113	0	a	So it has to be a modern design .
114	0	a	Okay .
115	0	a	That is important to know , when you design a thing of course .
116	0	a	Yes .
117	0	a	I
118	0	a	I noted our slogan that we have , our company .
119	0	a	It is we put the fashion in electronics .
120	0	a	Yeah .
121	0	a	Right .
122	1	a	So maybe that is a slogan we can put somewhere on our remote control or something .
123	0	a	Yeah .
124	0	a	Alright then we are going to have three presentations .
